Request time;Update time;Time;Temperature, deg. C;Humidity, pct;Pressure, mmHg;Precipitation, mm;Snowfall, sm;Snow depth, sm;Wind speed, m/s;Wind direction;Conditions;Road conditions;Visibility;UV index;Kp-index;Birch pollen, points
;2022-02-17 17:00:00;2022-02-25 11:00:00;-2;72;751;0,2;0,2;35,1;5-10;СЗ;Пасмурно, небольшой снег;Снежный налёт;20 км;1;3;
;2022-02-17 17:00:00;2022-02-25 14:00:00;-3;66;752;0;—;35;4-10;СЗ;Облачно;Сухая дорога;35 км;2;3;
;2022-02-17 17:00:00;2022-02-25 17:00:00;-4;60;754;0;—;34,8;3-10;С;Ясно;Сухая дорога;49 км;0;3;
;2022-02-17 17:00:00;2022-02-25 20:00:00;-8;70;755;0;—;34,8;3-8;СЗ;Ясно;Сухая дорога;45 км;0;3;
;2022-02-17 17:00:00;2022-02-25 23:00:00;-11;82;757;0;—;34,7;2-6;СЗ;Ясно;Сухая дорога;41 км;0;3;
2022-02-18 08:12:13;2022-02-17 17:00:00;2022-02-26 02:00:00;-14;83;758;0;—;34,7;2-5;СЗ;Ясно;Сухая дорога;39 км;0;3;
;2022-02-17 17:00:00;2022-02-26 05:00:00;-16;83;758;0;—;34,6;2-4;СЗ;Ясно;Сухая дорога;38 км;0;2;
;2022-02-17 17:00:00;2022-02-26 08:00:00;-12;67;759;0;—;34,6;1-3;СЗ;Ясно;Сухая дорога;43 км;0;2;
;2022-02-17 17:00:00;2022-02-26 11:00:00;-9;55;760;0;—;34,6;0-2;-;Ясно;Сухая дорога;49 км;1;2;
;2022-02-17 17:00:00;2022-02-26 14:00:00;-8;60;759;0;—;34,5;1-3;ЮВ;Ясно;Сухая дорога;49 км;2;2;
;2022-02-17 17:00:00;2022-02-26 17:00:00;-7;66;759;0;—;34,5;2-4;ЮВ;Ясно;Сухая дорога;49 км;0;2;
;2022-02-17 17:00:00;2022-02-26 20:00:00;-9;75;759;0;—;34,5;2-5;ЮВ;Ясно;Сухая дорога;43 км;0;2;
;2022-02-17 17:00:00;2022-02-26 23:00:00;-12;84;759;0;—;34,4;3-6;ЮВ;Ясно;Сухая дорога;37 км;0;2;
2022-02-18 08:12:14;2022-02-17 17:00:00;2022-02-27 02:00:00;-12;86;758;0;—;34,4;3-6;ЮВ;Облачно;Сухая дорога;33 км;0;2;
;2022-02-17 17:00:00;2022-02-27 05:00:00;-12;88;757;0;—;34,4;3-6;Ю;Пасмурно;Сухая дорога;29 км;0;2;
;2022-02-17 17:00:00;2022-02-27 08:00:00;-11;84;756;0;—;34,3;4-8;Ю;Пасмурно;Сухая дорога;26 км;0;2;
;2022-02-17 17:00:00;2022-02-27 11:00:00;-10;80;754;0;—;34,3;4-9;Ю;Пасмурно;Сухая дорога;24 км;1;2;
;2022-02-17 17:00:00;2022-02-27 14:00:00;-8;78;753;0;—;34,3;4-9;Ю;Пасмурно;Сухая дорога;33 км;2;2;
;2022-02-17 17:00:00;2022-02-27 17:00:00;-7;76;752;0;—;34,2;3-9;Ю;Пасмурно;Нет данных;42 км;1;2;
;2022-02-14 05:00:00;2022-02-27 20:00:00;-9;45;750;0;—;—;2-4;Ю;Пасмурно;Нет данных;—;—;2;
;2022-02-14 05:00:00;2022-02-27 23:00:00;-11;46;748;0;—;—;3-5;Ю;Пасмурно;Нет данных;—;—;2;
2022-02-18 16:39:59;;2022-02-18 02:00:00;-6;67;748;0;—;46,2;2;ЮЗ;Пасмурно;Сухая дорога;43 км;0;2;
;;2022-02-18 05:00:00;-7;67;748;0;—;46,1;2;ЮЗ;Пасмурно;Сухая дорога;39 км;0;2;
;;2022-02-18 08:00:00;-9;73;748;0;—;46;2;ЮЗ;Малооблачно;Сухая дорога;39 км;0;2;
;;2022-02-18 11:00:00;-6;69;749;0;—;45,8;2;ЮЗ;Ясно;Сухая дорога;48 км;1;1;
;;2022-02-18 14:00:00;+1;55;749;0;—;45,5;2;ЮЗ;Ясно;Сухая дорога;52 км;2;1;
;2022-02-18 05:00:00;2022-02-18 17:00:00;-4;66;751;0;—;45,4;3-6;ЮЗ;Ясно;Сухая дорога;51 км;0;1;
;2022-02-18 05:00:00;2022-02-18 20:00:00;-6;80;751;0;—;45,3;4-6;ЮЗ;Ясно;Сухая дорога;45 км;0;1;
;2022-02-18 05:00:00;2022-02-18 23:00:00;-7;81;751;0;—;45,1;4-7;ЮЗ;Ясно;Сухая дорога;45 км;0;2;
2022-02-18 16:40:02;2022-02-18 05:00:00;2022-02-19 02:00:00;-8;84;752;0;—;45;4-7;ЮЗ;Ясно;Чёрный лёд;42 км;0;1;
;2022-02-18 05:00:00;2022-02-19 05:00:00;-7;79;751;0;—;44,9;4-7;ЮЗ;Ясно;Чёрный лёд;45 км;0;2;
;2022-02-18 05:00:00;2022-02-19 08:00:00;-9;82;751;0;—;44,8;4-7;Ю;Ясно;Чёрный лёд;44 км;0;2;
;2022-02-18 05:00:00;2022-02-19 11:00:00;-7;68;751;0;—;44,7;2-6;Ю;Ясно;Сухая дорога;50 км;1;1;
;2022-02-18 05:00:00;2022-02-19 14:00:00;-3;53;750;0;—;44,5;3-7;Ю;Ясно;Сухая дорога;53 км;2;1;
;2022-02-18 05:00:00;2022-02-19 17:00:00;-4;58;749;0;—;44,3;4-8;Ю;Ясно;Сухая дорога;52 км;0;1;
;2022-02-18 05:00:00;2022-02-19 20:00:00;-8;77;749;0;—;44,2;4-8;Ю;Ясно;Сухая дорога;48 км;0;1;
;2022-02-18 05:00:00;2022-02-19 23:00:00;-9;82;748;0;—;44,1;4-8;Ю;Ясно;Сухая дорога;42 км;0;2;
2022-02-18 16:40:04;2022-02-18 05:00:00;2022-02-20 02:00:00;-8;78;747;0;—;44;4-8;Ю;Облачно;Сухая дорога;46 км;0;1;
;2022-02-18 05:00:00;2022-02-20 05:00:00;-7;73;747;0;—;43,9;4-8;Ю;Пасмурно;Снежный налёт;17 км;0;2;
;2022-02-18 05:00:00;2022-02-20 08:00:00;-6;80;746;0;—;43,9;3-7;Ю;Малооблачно;Снежный налёт;38 км;0;1;
;2022-02-18 05:00:00;2022-02-20 11:00:00;-5;74;745;0;—;43,8;3-6;Ю;Пасмурно;Снежный налёт;36 км;1;1;
;2022-02-18 05:00:00;2022-02-20 14:00:00;-2;69;743;0;—;43,6;3-7;Ю;Малооблачно;Сухая дорога;47 км;2;1;
;2022-02-18 05:00:00;2022-02-20 17:00:00;-3;74;742;0;—;43,5;4-8;Ю;Пасмурно;Тающий снег;43 км;0;3;
;2022-02-18 05:00:00;2022-02-20 20:00:00;-4;82;740;0;—;43,4;4-8;Ю;Пасмурно;Снежный налёт;22 км;0;4;
;2022-02-18 05:00:00;2022-02-20 23:00:00;-4;90;738;0;—;43,3;4-8;Ю;Пасмурно;Снежный налёт;30 км;0;4;
2022-02-18 16:40:05;2022-02-18 05:00:00;2022-02-21 02:00:00;-3;89;737;0;—;43,3;4-8;Ю;Пасмурно;Снег/лёд;32 км;0;5;
;2022-02-18 05:00:00;2022-02-21 05:00:00;-2;87;737;0;—;43,2;4-8;ЮЗ;Пасмурно;Снег/лёд;37 км;0;2;
;2022-02-18 05:00:00;2022-02-21 08:00:00;-1;86;736;0;—;43,1;4-8;ЮЗ;Пасмурно;Снег/лёд;20 км;0;2;
;2022-02-18 05:00:00;2022-02-21 11:00:00;+1;79;736;0;—;43;3-8;ЮЗ;Облачно;Снег/лёд;42 км;1;2;
;2022-02-18 05:00:00;2022-02-21 14:00:00;+2;72;737;0;—;42,5;5-14;З;Малооблачно;Влажная дорога;46 км;2;2;
;2022-02-18 05:00:00;2022-02-21 17:00:00;+1;68;739;0;—;42;4-12;ЮЗ;Ясно;Сухая дорога;49 км;0;2;
;2022-02-18 05:00:00;2022-02-21 20:00:00;-2;81;740;0;—;41,9;4-8;ЮЗ;Ясно;Сухая дорога;45 км;0;2;
;2022-02-18 05:00:00;2022-02-21 23:00:00;-2;79;741;0;—;41,7;4-9;З;Пасмурно;Сухая дорога;46 км;0;2;
2022-02-18 16:40:07;2022-02-18 05:00:00;2022-02-22 02:00:00;-3;84;741;0;—;41,5;2-8;ЮЗ;Пасмурно;Снежный налёт;36 км;0;2;
;2022-02-18 05:00:00;2022-02-22 05:00:00;-4;91;742;0;—;41,4;3-5;ЮЗ;Пасмурно;Снежный налёт;30 км;0;4;
;2022-02-18 05:00:00;2022-02-22 08:00:00;-3;88;742;0;—;41,5;3-6;ЮЗ;Пасмурно;Снежный налёт;21 км;0;4;
;2022-02-18 05:00:00;2022-02-22 11:00:00;-2;79;742;0;—;41,4;3-6;ЮЗ;Пасмурно;Снежный налёт;46 км;1;4;
;2022-02-18 05:00:00;2022-02-22 14:00:00;0;68;743;0;—;41,2;3-9;З;Пасмурно;Снежный налёт;39 км;2;4;
;2022-02-18 05:00:00;2022-02-22 17:00:00;-1;80;744;0;—;41;1-8;ЮЗ;Пасмурно;Снежный налёт;20 км;0;4;
;2022-02-18 05:00:00;2022-02-22 20:00:00;-3;89;745;0;—;41;3-5;ЮЗ;Облачно;Снежный налёт;39 км;0;4;
;2022-02-18 05:00:00;2022-02-22 23:00:00;-4;91;746;0;—;40,9;3-5;ЮЗ;Пасмурно;Снежный налёт;36 км;0;4;
2022-02-18 16:40:09;2022-02-18 05:00:00;2022-02-23 02:00:00;-4;93;745;0;—;40,8;3-6;Ю;Пасмурно;Снежный налёт;24 км;0;4;
;2022-02-18 05:00:00;2022-02-23 05:00:00;-2;89;744;0,6;0,7;41,1;4-8;Ю;Пасмурно, снег;Много снега;9 км;0;5;
;2022-02-18 05:00:00;2022-02-23 08:00:00;0;86;743;0,3;0,3;41,3;5-9;ЮЗ;Пасмурно, небольшой снег;Много снега;17 км;0;5;
;2022-02-18 05:00:00;2022-02-23 11:00:00;+1;79;743;0;—;41,1;5-12;ЮЗ;Пасмурно;Тающий снег;44 км;1;5;
;2022-02-18 05:00:00;2022-02-23 14:00:00;+2;79;744;0;—;40,6;5-13;ЮЗ;Пасмурно;Влажная дорога;43 км;1;5;
;2022-02-18 05:00:00;2022-02-23 17:00:00;+2;81;744;0;—;40,2;5-12;ЮЗ;Пасмурно;Сухая дорога;36 км;0;5;
;2022-02-18 05:00:00;2022-02-23 20:00:00;+2;84;743;0;—;39,8;5-11;ЮЗ;Пасмурно;Сухая дорога;43 км;0;5;
;2022-02-18 05:00:00;2022-02-23 23:00:00;+2;81;742;0;—;39,5;5-11;ЮЗ;Пасмурно;Сухая дорога;40 км;0;5;
2022-02-18 16:40:11;2022-02-18 05:00:00;2022-02-24 02:00:00;+2;81;741;0;—;39,1;5-11;ЮЗ;Пасмурно;Влажная дорога;21 км;0;5;
;2022-02-18 05:00:00;2022-02-24 05:00:00;+2;83;741;0;—;38,6;5-11;ЮЗ;Пасмурно;Влажная дорога;19 км;0;4;
;2022-02-18 05:00:00;2022-02-24 08:00:00;+2;78;742;0;—;38,4;5-11;ЮЗ;Облачно;Влажная дорога;33 км;0;4;
;2022-02-18 05:00:00;2022-02-24 11:00:00;+2;74;743;0;—;38,1;5-12;З;Облачно;Сухая дорога;47 км;1;4;
;2022-02-18 05:00:00;2022-02-24 14:00:00;+2;72;744;0;—;37,8;4-12;З;Пасмурно;Сухая дорога;44 км;2;4;
;2022-02-18 05:00:00;2022-02-24 17:00:00;+2;71;745;0;—;37,4;4-12;З;Пасмурно;Сухая дорога;41 км;0;4;
;2022-02-18 05:00:00;2022-02-24 20:00:00;0;79;746;0;—;37,3;4-10;З;Облачно;Сухая дорога;40 км;0;4;
;2022-02-18 05:00:00;2022-02-24 23:00:00;-1;89;746;0;—;37,3;3-8;З;Ясно;Сухая дорога;40 км;0;4;
2022-02-18 16:40:13;2022-02-18 05:00:00;2022-02-25 02:00:00;-2;91;746;0;—;37,1;3-7;З;Ясно;Сухая дорога;35 км;0;4;
;2022-02-18 05:00:00;2022-02-25 05:00:00;-4;94;747;0;—;37;2-6;З;Ясно;Сухая дорога;30 км;0;3;
;2022-02-18 05:00:00;2022-02-25 08:00:00;-4;86;749;0;—;36,9;2-5;СЗ;Малооблачно;Сухая дорога;38 км;0;3;
;2022-02-18 05:00:00;2022-02-25 11:00:00;-5;79;749;0;—;36,9;2-5;С;Облачно;Сухая дорога;45 км;1;3;
;2022-02-18 05:00:00;2022-02-25 14:00:00;-5;72;750;0;—;36,8;2-5;С;Облачно;Сухая дорога;44 км;2;3;
;2022-02-18 05:00:00;2022-02-25 17:00:00;-4;66;751;0;—;36,7;2-5;С;Пасмурно;Сухая дорога;44 км;0;3;
;2022-02-18 05:00:00;2022-02-25 20:00:00;-9;73;752;0;—;36,6;2-5;С;Малооблачно;Сухая дорога;43 км;0;3;
;2022-02-18 05:00:00;2022-02-25 23:00:00;-13;82;752;0;—;36,6;3-4;С;Ясно;Сухая дорога;42 км;0;3;
2022-02-18 16:40:15;2022-02-18 05:00:00;2022-02-26 02:00:00;-13;82;752;0;—;36,5;2-4;С;Ясно;Сухая дорога;40 км;0;3;
;2022-02-18 05:00:00;2022-02-26 05:00:00;-13;82;752;0;—;36,5;1-3;СВ;Ясно;Сухая дорога;37 км;0;2;
;2022-02-18 05:00:00;2022-02-26 08:00:00;-12;78;752;0;—;36,5;1-3;В;Ясно;Сухая дорога;38 км;0;2;
;2022-02-18 05:00:00;2022-02-26 11:00:00;-11;74;752;0;—;36,5;1-3;ЮВ;Малооблачно;Сухая дорога;40 км;1;2;
;2022-02-18 05:00:00;2022-02-26 14:00:00;-9;73;750;0;—;36,4;2-5;ЮВ;Ясно;Сухая дорога;43 км;2;2;
;2022-02-18 05:00:00;2022-02-26 17:00:00;-7;72;749;0;—;36,3;2-7;ЮВ;Ясно;Снежный налёт;45 км;0;2;
;2022-02-18 05:00:00;2022-02-26 20:00:00;-7;80;747;0,3;0,4;36,6;3-6;ЮВ;Облачно, небольшой снег;Снежный налёт;25 км;0;2;
;2022-02-18 05:00:00;2022-02-26 23:00:00;-8;87;746;0,3;0,4;36,9;3-6;ЮВ;Пасмурно, небольшой снег;Снег/лёд;5 км;0;2;
2022-02-18 16:40:17;2022-02-18 05:00:00;2022-02-27 02:00:00;-7;90;743;0,8;1,1;37,6;2-6;ЮВ;Пасмурно, снег;Много снега;5 км;0;2;
;2022-02-18 05:00:00;2022-02-27 05:00:00;-6;92;742;0,8;1,1;38,4;2-6;Ю;Пасмурно, снег;Много снега;5 км;0;2;
;2022-02-18 05:00:00;2022-02-27 08:00:00;-5;89;741;0,2;0,2;38,5;1-5;Ю;Пасмурно, небольшой снег;Много снега;8 км;0;2;
;2022-02-18 05:00:00;2022-02-27 11:00:00;-4;87;741;0,2;0,2;38,6;1-3;З;Пасмурно, небольшой снег;Много снега;11 км;1;2;
;2022-02-18 05:00:00;2022-02-27 14:00:00;-4;81;741;0,2;0,2;38,6;1-4;СЗ;Пасмурно, небольшой снег;Тающий снег;28 км;1;2;
;2022-02-18 05:00:00;2022-02-27 17:00:00;-3;75;741;0,2;0,2;38,6;1-5;СЗ;Пасмурно, небольшой снег;Тающий снег;44 км;0;2;
;2022-02-18 05:00:00;2022-02-27 20:00:00;-5;80;742;0;—;38,6;2-6;СЗ;Пасмурно;Снежный налёт;42 км;0;2;
;2022-02-18 05:00:00;2022-02-27 23:00:00;-7;85;743;0;—;38,5;4-6;СЗ;Пасмурно;Снежный налёт;39 км;0;2;
2022-02-19 06:50:56;;2022-02-19 02:00:00;-3;65;750;0;—;45;3;ЮЗ;Ясно;Сухая дорога;42 км;0;1;
;;2022-02-19 05:00:00;-3;66;750;0;—;44,8;3;ЮЗ;Ясно;Сухая дорога;47 км;0;3;
;2022-02-18 17:00:00;2022-02-19 08:00:00;-9;85;751;0;—;44,7;3-7;Ю;Ясно;Сухая дорога;41 км;0;3;
;2022-02-18 17:00:00;2022-02-19 11:00:00;-6;68;751;0;—;44,6;2-6;Ю;Ясно;Сухая дорога;50 км;1;2;
;2022-02-18 17:00:00;2022-02-19 14:00:00;-3;53;750;0;—;44,4;3-7;Ю;Ясно;Сухая дорога;53 км;2;2;
;2022-02-18 17:00:00;2022-02-19 17:00:00;-4;59;750;0;—;44,2;4-8;Ю;Ясно;Сухая дорога;52 км;0;2;
;2022-02-18 17:00:00;2022-02-19 20:00:00;-8;79;749;0;—;44,1;4-8;Ю;Ясно;Сухая дорога;44 км;0;1;
;2022-02-18 17:00:00;2022-02-19 23:00:00;-9;83;749;0;—;44;4-8;Ю;Ясно;Сухая дорога;42 км;0;2;
2022-02-19 06:50:58;2022-02-18 17:00:00;2022-02-20 02:00:00;-10;83;747;0;—;43,9;4-7;Ю;Ясно;Сухая дорога;42 км;0;2;
;2022-02-18 17:00:00;2022-02-20 05:00:00;-10;79;746;0;—;43,8;4-7;Ю;Пасмурно;Снежный налёт;43 км;0;2;
;2022-02-18 17:00:00;2022-02-20 08:00:00;-8;76;746;0;—;43,9;4-7;Ю;Пасмурно;Снежный налёт;15 км;0;1;
;2022-02-18 17:00:00;2022-02-20 11:00:00;-6;74;745;0;—;43,9;3-7;Ю;Пасмурно;Снежный налёт;45 км;1;1;
;2022-02-18 17:00:00;2022-02-20 14:00:00;-2;65;743;0;—;43,7;3-7;Ю;Ясно;Тающий снег;50 км;2;1;
;2022-02-18 17:00:00;2022-02-20 17:00:00;-3;73;742;0;—;43,6;4-8;Ю;Пасмурно;Гололедица;39 км;0;3;
;2022-02-18 17:00:00;2022-02-20 20:00:00;-4;84;740;0,8;1;44,1;4-8;Ю;Пасмурно, снег;Снег/лёд;27 км;0;4;
;2022-02-18 17:00:00;2022-02-20 23:00:00;-4;88;738;0;—;44;4-8;Ю;Пасмурно;Снежный налёт;21 км;0;4;
2022-02-19 06:50:59;2022-02-18 17:00:00;2022-02-21 02:00:00;-3;88;737;0;—;44;4-8;Ю;Пасмурно;Снежный налёт;22 км;0;5;
;2022-02-18 17:00:00;2022-02-21 05:00:00;-2;86;737;0;—;43,9;4-8;Ю;Малооблачно;Снежный налёт;41 км;0;4;
;2022-02-18 17:00:00;2022-02-21 08:00:00;-2;89;736;0;—;43,8;4-7;Ю;Пасмурно;Снег/лёд;15 км;0;4;
;2022-02-18 17:00:00;2022-02-21 11:00:00;+1;77;736;0;—;43,7;3-8;ЮЗ;Пасмурно;Тающий снег;30 км;1;3;
;2022-02-18 17:00:00;2022-02-21 14:00:00;+2;70;737;0;—;43,3;6-14;З;Малооблачно;Тающий снег;38 км;2;3;
;2022-02-18 17:00:00;2022-02-21 17:00:00;+1;66;738;0;—;43;5-12;ЮЗ;Ясно;Сухая дорога;49 км;0;2;
